Scenario,ScenName,County,Activity,Subactivity,Year,Median,CI_High,CI_Low
3,Mod,Benton,ag,2nt,31,-0.0241076,-0.0105907,-0.0384359
3,Mod,Benton,ag,3nm,1,-0.0011284,-0.0006872,-0.001571
3,Mod,Benton,ag,3nm,2,-0.0022762,-0.0013536,-0.0031046
3,Mod,Benton,ag,3nm,3,-0.0033003,-0.0020222,-0.0047033
3,Mod,Benton,ag,3nm,4,-0.0043608,-0.0027418,-0.0062359
3,Mod,Benton,ag,3nm,5,-0.0056252,-0.0034404,-0.007809
3,Mod,Benton,ag,3nm,6,-0.0067814,-0.0041635,-0.0094225
3,Mod,Benton,ag,3nm,7,-0.0080298,-0.0048032,-0.0108959
3,Mod,Benton,ag,3nm,8,-0.0089054,-0.0054576,-0.0124785
3,Mod,Benton,ag,3nm,9,-0.0102448,-0.0061125,-0.014001
3,Mod,Benton,ag,3nm,10,-0.0111617,-0.0068561,-0.0156051
3,Mod,Benton,ag,3nm,11,-0.0117184,-0.0073097,-0.0166596
3,Mod,Benton,ag,3nm,12,-0.0129592,-0.0078683,-0.0179141
3,Mod,Benton,ag,3nm,13,-0.0135065,-0.0083428,-0.0188889
3,Mod,Benton,ag,3nm,14,-0.0147583,-0.0089972,-0.0200991
3,Mod,Benton,ag,3nm,15,-0.0154163,-0.009289,-0.0213634
3,Mod,Benton,ag,3nm,16,-0.0158091,-0.0097532,-0.0224077
3,Mod,Benton,ag,3nm,17,-0.0168024,-0.0101765,-0.0234706
3,Mod,Benton,ag,3nm,18,-0.0172939,-0.0109325,-0.0246503
3,Mod,Benton,ag,3nm,19,-0.0188028,-0.0114714,-0.0257059
3,Mod,Benton,ag,3nm,20,-0.0191329,-0.0116544,-0.0268254
3,Mod,Benton,ag,3nm,21,-0.0198891,-0.0121316,-0.0281803
3,Mod,Benton,ag,3nm,22,-0.0209204,-0.0127026,-0.0289325
3,Mod,Benton,ag,3nm,23,-0.0218988,-0.0133214,-0.0300714
3,Mod,Benton,ag,3nm,24,-0.022903,-0.0138115,-0.0312314
3,Mod,Benton,ag,3nm,25,-0.0231611,-0.0142124,-0.0324261
3,Mod,Benton,ag,3nm,26,-0.0244176,-0.0146979,-0.0335959
3,Mod,Benton,ag,3nm,27,-0.0252433,-0.0154952,-0.0346072
3,Mod,Benton,ag,3nm,28,-0.0255617,-0.0158596,-0.035488
3,Mod,Benton,ag,3nm,29,-0.0268332,-0.016453,-0.0367071
3,Mod,Benton,ag,3nm,30,-0.0267451,-0.0167215,-0.0378481
3,Mod,Benton,ag,3nm,31,-0.0282156,-0.0172948,-0.0388308
1,Lim,Benton,grass,1grass,1,-8.00E-07,-7.00E-07,-1.00E-06
1,Lim,Benton,grass,1grass,2,-1.70E-06,-1.40E-06,-1.90E-06
1,Lim,Benton,grass,1grass,3,-2.50E-06,-2.10E-06,-2.90E-06
1,Lim,Benton,grass,1grass,4,-3.30E-06,-2.80E-06,-3.90E-06
1,Lim,Benton,grass,1grass,5,-4.20E-06,-3.50E-06,-4.80E-06
1,Lim,Benton,grass,1grass,6,-5.00E-06,-4.20E-06,-5.70E-06
1,Lim,Benton,grass,1grass,7,-5.80E-06,-4.90E-06,-6.80E-06
1,Lim,Benton,grass,1grass,8,-6.70E-06,-5.60E-06,-7.90E-06
1,Lim,Benton,grass,1grass,9,-7.60E-06,-6.40E-06,-8.80E-06
1,Lim,Benton,grass,1grass,10,-8.30E-06,-7.00E-06,-9.70E-06
1,Lim,Benton,grass,1grass,11,-8.40E-06,-7.00E-06,-9.70E-06
1,Lim,Benton,grass,1grass,12,-8.40E-06,-7.00E-06,-9.70E-06
1,Lim,Benton,grass,1grass,13,-8.40E-06,-7.00E-06,-9.70E-06
1,Lim,Benton,grass,1grass,14,-8.30E-06,-6.90E-06,-9.70E-06
1,Lim,Benton,grass,1grass,15,-8.40E-06,-6.90E-06,-9.70E-06
1,Lim,Benton,grass,1grass,16,-8.40E-06,-7.00E-06,-9.70E-06
1,Lim,Benton,grass,1grass,17,-8.30E-06,-7.10E-06,-9.70E-06
1,Lim,Benton,grass,1grass,18,-8.40E-06,-6.90E-06,-9.70E-06
1,Lim,Benton,grass,1grass,19,-8.30E-06,-6.90E-06,-9.70E-06
1,Lim,Benton,grass,1grass,20,-8.40E-06,-7.00E-06,-9.70E-06
1,Lim,Benton,grass,1grass,21,-8.40E-06,-7.00E-06,-9.80E-06
1,Lim,Benton,grass,1grass,22,-8.40E-06,-7.00E-06,-9.70E-06
1,Lim,Benton,grass,1grass,23,-8.40E-06,-7.00E-06,-9.70E-06
1,Lim,Benton,grass,1grass,24,-8.40E-06,-6.90E-06,-9.60E-06
1,Lim,Benton,grass,1grass,25,-8.30E-06,-7.00E-06,-9.70E-06
1,Lim,Benton,grass,1grass,26,-8.30E-06,-6.90E-06,-9.80E-06
1,Lim,Benton,grass,1grass,27,-8.30E-06,-7.00E-06,-9.70E-06
1,Lim,Benton,grass,1grass,28,-8.40E-06,-7.00E-06,-9.70E-06
1,Lim,Benton,grass,1grass,29,-8.40E-06,-7.00E-06,-9.70E-06
1,Lim,Benton,grass,1grass,30,-8.30E-06,-7.00E-06,-9.70E-06
1,Lim,Benton,grass,1grass,31,-8.30E-06,-7.00E-06,-9.80E-06
2,Amb,Benton,grass,1grass,1,-8.30E-06,-7.00E-06,-9.60E-06
2,Amb,Benton,grass,1grass,2,-1.68E-05,-1.41E-05,-1.95E-05
2,Amb,Benton,grass,1grass,3,-2.52E-05,-2.09E-05,-2.94E-05
2,Amb,Benton,grass,1grass,4,-3.34E-05,-2.83E-05,-3.89E-05
2,Amb,Benton,grass,1grass,5,-4.19E-05,-3.48E-05,-4.88E-05
2,Amb,Benton,grass,1grass,6,-5.03E-05,-4.18E-05,-5.94E-05
2,Amb,Benton,grass,1grass,7,-5.87E-05,-4.95E-05,-6.78E-05
2,Amb,Benton,grass,1grass,8,-6.64E-05,-5.58E-05,-7.82E-05
2,Amb,Benton,grass,1grass,9,-7.54E-05,-6.28E-05,-8.69E-05
2,Amb,Benton,grass,1grass,10,-8.33E-05,-6.96E-05,-9.77E-05
2,Amb,Benton,grass,1grass,11,-8.39E-05,-6.98E-05,-9.71E-05
2,Amb,Benton,grass,1grass,12,-8.38E-05,-6.96E-05,-9.68E-05
2,Amb,Benton,grass,1grass,13,-8.38E-05,-7.01E-05,-9.75E-05
2,Amb,Benton,grass,1grass,14,-8.38E-05,-7.08E-05,-9.70E-05
2,Amb,Benton,grass,1grass,15,-8.38E-05,-6.99E-05,-9.73E-05
2,Amb,Benton,grass,1grass,16,-8.34E-05,-6.99E-05,-9.71E-05
2,Amb,Benton,grass,1grass,17,-8.36E-05,-6.93E-05,-9.62E-05
2,Amb,Benton,grass,1grass,18,-8.33E-05,-7.02E-05,-9.69E-05
2,Amb,Benton,grass,1grass,19,-8.36E-05,-6.98E-05,-9.63E-05
2,Amb,Benton,grass,1grass,20,-8.40E-05,-7.07E-05,-9.87E-05
2,Amb,Benton,grass,1grass,21,-8.34E-05,-6.96E-05,-9.72E-05
2,Amb,Benton,grass,1grass,22,-8.45E-05,-6.99E-05,-9.78E-05
2,Amb,Benton,grass,1grass,23,-8.36E-05,-7.00E-05,-9.80E-05
2,Amb,Benton,grass,1grass,24,-8.35E-05,-7.04E-05,-9.75E-05
2,Amb,Benton,grass,1grass,25,-8.43E-05,-7.01E-05,-9.70E-05
2,Amb,Benton,grass,1grass,26,-8.35E-05,-7.02E-05,-9.70E-05
2,Amb,Benton,grass,1grass,27,-8.37E-05,-7.04E-05,-9.82E-05
2,Amb,Benton,grass,1grass,28,-8.32E-05,-6.90E-05,-9.67E-05
2,Amb,Benton,grass,1grass,29,-8.39E-05,-6.93E-05,-9.72E-05
2,Amb,Benton,grass,1grass,30,-8.39E-05,-6.96E-05,-9.81E-05
2,Amb,Benton,grass,1grass,31,-8.39E-05,-7.12E-05,-9.68E-05
3,Mod,Benton,grass,1grass,1,-4.20E-06,-3.50E-06,-4.90E-06
3,Mod,Benton,grass,1grass,2,-8.30E-06,-6.90E-06,-9.80E-06
3,Mod,Benton,grass,1grass,3,-1.25E-05,-1.06E-05,-1.45E-05
3,Mod,Benton,grass,1grass,4,-1.69E-05,-1.40E-05,-1.95E-05
3,Mod,Benton,grass,1grass,5,-2.09E-05,-1.73E-05,-2.43E-05
3,Mod,Benton,grass,1grass,6,-2.50E-05,-2.10E-05,-2.94E-05
3,Mod,Benton,grass,1grass,7,-2.92E-05,-2.43E-05,-3.42E-05
3,Mod,Benton,grass,1grass,8,-3.35E-05,-2.83E-05,-3.89E-05
3,Mod,Benton,grass,1grass,9,-3.77E-05,-3.13E-05,-4.40E-05
3,Mod,Benton,grass,1grass,10,-4.18E-05,-3.53E-05,-4.86E-05
3,Mod,Benton,grass,1grass,11,-4.41E-05,-3.64E-05,-5.07E-05
3,Mod,Benton,grass,1grass,12,-4.62E-05,-3.85E-05,-5.36E-05
3,Mod,Benton,grass,1grass,13,-4.79E-05,-3.94E-05,-5.57E-05
3,Mod,Benton,grass,1grass,14,-4.99E-05,-4.21E-05,-5.79E-05
3,Mod,Benton,grass,1grass,15,-5.16E-05,-4.31E-05,-6.01E-05
3,Mod,Benton,grass,1grass,16,-5.38E-05,-4.49E-05,-6.24E-05
3,Mod,Benton,grass,1grass,17,-5.61E-05,-4.74E-05,-6.46E-05
3,Mod,Benton,grass,1grass,18,-5.77E-05,-4.83E-05,-6.71E-05
3,Mod,Benton,grass,1grass,19,-5.98E-05,-5.05E-05,-7.00E-05
3,Mod,Benton,grass,1grass,20,-6.15E-05,-5.18E-05,-7.17E-05
3,Mod,Benton,grass,1grass,21,-6.40E-05,-5.25E-05,-7.39E-05
3,Mod,Benton,grass,1grass,22,-6.61E-05,-5.50E-05,-7.61E-05
3,Mod,Benton,grass,1grass,23,-6.76E-05,-5.67E-05,-7.99E-05
3,Mod,Benton,grass,1grass,24,-6.95E-05,-5.88E-05,-8.09E-05
3,Mod,Benton,grass,1grass,25,-7.14E-05,-5.92E-05,-8.32E-05
3,Mod,Benton,grass,1grass,26,-7.40E-05,-6.29E-05,-8.59E-05
3,Mod,Benton,grass,1grass,27,-7.56E-05,-6.27E-05,-8.75E-05
3,Mod,Benton,grass,1grass,28,-7.75E-05,-6.39E-05,-9.01E-05
3,Mod,Benton,grass,1grass,29,-7.96E-05,-6.66E-05,-9.25E-05
3,Mod,Benton,grass,1grass,30,-8.16E-05,-6.92E-05,-9.42E-05
3,Mod,Benton,grass,1grass,31,-8.32E-05,-7.02E-05,-9.80E-05
1,Lim,Benton,ifm,1feder,1,0,0,0
1,Lim,Benton,ifm,1feder,2,0,0,0
1,Lim,Benton,ifm,1feder,3,0,0,0
1,Lim,Benton,ifm,1feder,4,0,0,0
1,Lim,Benton,ifm,1feder,5,0,0,0
1,Lim,Benton,ifm,1feder,6,0,0,0
1,Lim,Benton,ifm,1feder,7,0,0,0
1,Lim,Benton,ifm,1feder,8,0,0,0
1,Lim,Benton,ifm,1feder,9,0,0,0
1,Lim,Benton,ifm,1feder,10,0,0,0
1,Lim,Benton,ifm,1feder,11,0,0,0
1,Lim,Benton,ifm,1feder,12,0,0,0
1,Lim,Benton,ifm,1feder,13,0,0,0
1,Lim,Benton,ifm,1feder,14,0,0,0
1,Lim,Benton,ifm,1feder,15,0,0,0
1,Lim,Benton,ifm,1feder,16,0,0,0
1,Lim,Benton,ifm,1feder,17,0,0,0
1,Lim,Benton,ifm,1feder,18,0,0,0
1,Lim,Benton,ifm,1feder,19,0,0,0
1,Lim,Benton,ifm,1feder,20,0,0,0
1,Lim,Benton,ifm,1feder,21,0,0,0
1,Lim,Benton,ifm,1feder,22,0,0,0
1,Lim,Benton,ifm,1feder,23,0,0,0
1,Lim,Benton,ifm,1feder,24,0,0,0
1,Lim,Benton,ifm,1feder,25,0,0,0
1,Lim,Benton,ifm,1feder,26,0,0,0
1,Lim,Benton,ifm,1feder,27,0,0,0
1,Lim,Benton,ifm,1feder,28,0,0,0
1,Lim,Benton,ifm,1feder,29,0,0,0
1,Lim,Benton,ifm,1feder,30,0,0,0
1,Lim,Benton,ifm,1feder,31,0,0,0
1,Lim,Benton,ifm,2other,1,0,0,0
1,Lim,Benton,ifm,2other,2,0,0,0
1,Lim,Benton,ifm,2other,3,0,0,0
1,Lim,Benton,ifm,2other,4,0,0,0
1,Lim,Benton,ifm,2other,5,0,0,0
1,Lim,Benton,ifm,2other,6,0,0,0
1,Lim,Benton,ifm,2other,7,0,0,0
1,Lim,Benton,ifm,2other,8,0,0,0
1,Lim,Benton,ifm,2other,9,0,0,0
1,Lim,Benton,ifm,2other,10,0,0,0
1,Lim,Benton,ifm,2other,11,0,0,0
1,Lim,Benton,ifm,2other,12,0,0,0
1,Lim,Benton,ifm,2other,13,0,0,0
1,Lim,Benton,ifm,2other,14,0,0,0
1,Lim,Benton,ifm,2other,15,0,0,0
1,Lim,Benton,ifm,2other,16,0,0,0
1,Lim,Benton,ifm,2other,17,0,0,0
1,Lim,Benton,ifm,2other,18,0,0,0
1,Lim,Benton,ifm,2other,19,0,0,0
1,Lim,Benton,ifm,2other,20,0,0,0
1,Lim,Benton,ifm,2other,21,0,0,0
1,Lim,Benton,ifm,2other,22,0,0,0
1,Lim,Benton,ifm,2other,23,0,0,0
1,Lim,Benton,ifm,2other,24,0,0,0
1,Lim,Benton,ifm,2other,25,0,0,0
1,Lim,Benton,ifm,2other,26,0,0,0
1,Lim,Benton,ifm,2other,27,0,0,0
1,Lim,Benton,ifm,2other,28,0,0,0
1,Lim,Benton,ifm,2other,29,0,0,0
1,Lim,Benton,ifm,2other,30,0,0,0
1,Lim,Benton,ifm,2other,31,0,0,0
1,Lim,Benton,ifm,3priva,1,0,0,0
1,Lim,Benton,ifm,3priva,2,0,0,0
1,Lim,Benton,ifm,3priva,3,0,0,0
1,Lim,Benton,ifm,3priva,4,0,0,0
1,Lim,Benton,ifm,3priva,5,0,0,0
1,Lim,Benton,ifm,3priva,6,0,0,0
1,Lim,Benton,ifm,3priva,7,0,0,0
1,Lim,Benton,ifm,3priva,8,0,0,0
1,Lim,Benton,ifm,3priva,9,0,0,0
1,Lim,Benton,ifm,3priva,10,0,0,0
1,Lim,Benton,ifm,3priva,11,0,0,0
1,Lim,Benton,ifm,3priva,12,0,0,0
1,Lim,Benton,ifm,3priva,13,0,0,0
1,Lim,Benton,ifm,3priva,14,0,0,0
1,Lim,Benton,ifm,3priva,15,0,0,0
1,Lim,Benton,ifm,3priva,16,0,0,0
1,Lim,Benton,ifm,3priva,17,0,0,0
1,Lim,Benton,ifm,3priva,18,0,0,0
1,Lim,Benton,ifm,3priva,19,0,0,0
1,Lim,Benton,ifm,3priva,20,0,0,0
1,Lim,Benton,ifm,3priva,21,0,0,0
1,Lim,Benton,ifm,3priva,22,0,0,0
1,Lim,Benton,ifm,3priva,23,0,0,0
1,Lim,Benton,ifm,3priva,24,0,0,0
1,Lim,Benton,ifm,3priva,25,0,0,0
1,Lim,Benton,ifm,3priva,26,0,0,0
1,Lim,Benton,ifm,3priva,27,0,0,0
1,Lim,Benton,ifm,3priva,28,0,0,0
1,Lim,Benton,ifm,3priva,29,0,0,0
1,Lim,Benton,ifm,3priva,30,0,0,0
1,Lim,Benton,ifm,3priva,31,0,0,0
1,Lim,Benton,ifm,4state,1,0,0,0
1,Lim,Benton,ifm,4state,2,0,0,0
1,Lim,Benton,ifm,4state,3,0,0,0
1,Lim,Benton,ifm,4state,4,0,0,0
1,Lim,Benton,ifm,4state,5,0,0,0
1,Lim,Benton,ifm,4state,6,0,0,0
1,Lim,Benton,ifm,4state,7,0,0,0
1,Lim,Benton,ifm,4state,8,0,0,0
1,Lim,Benton,ifm,4state,9,0,0,0
1,Lim,Benton,ifm,4state,10,0,0,0
1,Lim,Benton,ifm,4state,11,0,0,0
1,Lim,Benton,ifm,4state,12,0,0,0
1,Lim,Benton,ifm,4state,13,0,0,0
1,Lim,Benton,ifm,4state,14,0,0,0
1,Lim,Benton,ifm,4state,15,0,0,0
1,Lim,Benton,ifm,4state,16,0,0,0
1,Lim,Benton,ifm,4state,17,0,0,0
1,Lim,Benton,ifm,4state,18,0,0,0
1,Lim,Benton,ifm,4state,19,0,0,0
1,Lim,Benton,ifm,4state,20,0,0,0
1,Lim,Benton,ifm,4state,21,0,0,0
1,Lim,Benton,ifm,4state,22,0,0,0
1,Lim,Benton,ifm,4state,23,0,0,0
1,Lim,Benton,ifm,4state,24,0,0,0
1,Lim,Benton,ifm,4state,25,0,0,0
1,Lim,Benton,ifm,4state,26,0,0,0
1,Lim,Benton,ifm,4state,27,0,0,0
1,Lim,Benton,ifm,4state,28,0,0,0
1,Lim,Benton,ifm,4state,29,0,0,0
1,Lim,Benton,ifm,4state,30,0,0,0
1,Lim,Benton,ifm,4state,31,0,0,0
1,Lim,Benton,ifm,5prseq,1,0,0,0
1,Lim,Benton,ifm,5prseq,2,0,0,0
1,Lim,Benton,ifm,5prseq,3,0,0,0
1,Lim,Benton,ifm,5prseq,4,0,0,0
1,Lim,Benton,ifm,5prseq,5,0,0,0
1,Lim,Benton,ifm,5prseq,6,0,0,0
1,Lim,Benton,ifm,5prseq,7,0,0,0
1,Lim,Benton,ifm,5prseq,8,0,0,0
1,Lim,Benton,ifm,5prseq,9,0,0,0
1,Lim,Benton,ifm,5prseq,10,0,0,0
1,Lim,Benton,ifm,5prseq,11,0,0,0
1,Lim,Benton,ifm,5prseq,12,0,0,0
1,Lim,Benton,ifm,5prseq,13,0,0,0
1,Lim,Benton,ifm,5prseq,14,0,0,0
1,Lim,Benton,ifm,5prseq,15,0,0,0
1,Lim,Benton,ifm,5prseq,16,0,0,0
1,Lim,Benton,ifm,5prseq,17,0,0,0
1,Lim,Benton,ifm,5prseq,18,0,0,0
1,Lim,Benton,ifm,5prseq,19,0,0,0
1,Lim,Benton,ifm,5prseq,20,0,0,0
1,Lim,Benton,ifm,5prseq,21,0,0,0
1,Lim,Benton,ifm,5prseq,22,0,0,0
1,Lim,Benton,ifm,5prseq,23,0,0,0
1,Lim,Benton,ifm,5prseq,24,0,0,0
1,Lim,Benton,ifm,5prseq,25,0,0,0
1,Lim,Benton,ifm,5prseq,26,0,0,0
1,Lim,Benton,ifm,5prseq,27,0,0,0
1,Lim,Benton,ifm,5prseq,28,0,0,0
1,Lim,Benton,ifm,5prseq,29,0,0,0
1,Lim,Benton,ifm,5prseq,30,0,0,0
1,Lim,Benton,ifm,5prseq,31,0,0,0
2,Amb,Benton,ifm,1feder,1,0,0,0
2,Amb,Benton,ifm,1feder,2,0,0,0
2,Amb,Benton,ifm,1feder,3,0,0,0
2,Amb,Benton,ifm,1feder,4,0,0,0
2,Amb,Benton,ifm,1feder,5,0,0,0
2,Amb,Benton,ifm,1feder,6,0,0,0
2,Amb,Benton,ifm,1feder,7,0,0,0
2,Amb,Benton,ifm,1feder,8,0,0,0
2,Amb,Benton,ifm,1feder,9,0,0,0
2,Amb,Benton,ifm,1feder,10,0,0,0
2,Amb,Benton,ifm,1feder,11,0,0,0
2,Amb,Benton,ifm,1feder,12,0,0,0
2,Amb,Benton,ifm,1feder,13,0,0,0
2,Amb,Benton,ifm,1feder,14,0,0,0
2,Amb,Benton,ifm,1feder,15,0,0,0
2,Amb,Benton,ifm,1feder,16,0,0,0
2,Amb,Benton,ifm,1feder,17,0,0,0
2,Amb,Benton,ifm,1feder,18,0,0,0
2,Amb,Benton,ifm,1feder,19,0,0,0
2,Amb,Benton,ifm,1feder,20,0,0,0
2,Amb,Benton,ifm,1feder,21,0,0,0
2,Amb,Benton,ifm,1feder,22,0,0,0
2,Amb,Benton,ifm,1feder,23,0,0,0
2,Amb,Benton,ifm,1feder,24,0,0,0
2,Amb,Benton,ifm,1feder,25,0,0,0
2,Amb,Benton,ifm,1feder,26,0,0,0
2,Amb,Benton,ifm,1feder,27,0,0,0
2,Amb,Benton,ifm,1feder,28,0,0,0
2,Amb,Benton,ifm,1feder,29,0,0,0
2,Amb,Benton,ifm,1feder,30,0,0,0
2,Amb,Benton,ifm,1feder,31,0,0,0
2,Amb,Benton,ifm,2other,1,0,0,0
2,Amb,Benton,ifm,2other,2,0,0,0
2,Amb,Benton,ifm,2other,3,0,0,0
2,Amb,Benton,ifm,2other,4,0,0,0
2,Amb,Benton,ifm,2other,5,0,0,0
2,Amb,Benton,ifm,2other,6,0,0,0
2,Amb,Benton,ifm,2other,7,0,0,0
2,Amb,Benton,ifm,2other,8,0,0,0
2,Amb,Benton,ifm,2other,9,0,0,0
2,Amb,Benton,ifm,2other,10,0,0,0
2,Amb,Benton,ifm,2other,11,0,0,0
2,Amb,Benton,ifm,2other,12,0,0,0
2,Amb,Benton,ifm,2other,13,0,0,0
2,Amb,Benton,ifm,2other,14,0,0,0
2,Amb,Benton,ifm,2other,15,0,0,0
2,Amb,Benton,ifm,2other,16,0,0,0
2,Amb,Benton,ifm,2other,17,0,0,0
2,Amb,Benton,ifm,2other,18,0,0,0
2,Amb,Benton,ifm,2other,19,0,0,0
2,Amb,Benton,ifm,2other,20,0,0,0
2,Amb,Benton,ifm,2other,21,0,0,0
2,Amb,Benton,ifm,2other,22,0,0,0
2,Amb,Benton,ifm,2other,23,0,0,0
2,Amb,Benton,ifm,2other,24,0,0,0
2,Amb,Benton,ifm,2other,25,0,0,0
2,Amb,Benton,ifm,2other,26,0,0,0
2,Amb,Benton,ifm,2other,27,0,0,0
2,Amb,Benton,ifm,2other,28,0,0,0
2,Amb,Benton,ifm,2other,29,0,0,0
2,Amb,Benton,ifm,2other,30,0,0,0
2,Amb,Benton,ifm,2other,31,0,0,0
2,Amb,Benton,ifm,3priva,1,0,0,0
2,Amb,Benton,ifm,3priva,2,0,0,0
2,Amb,Benton,ifm,3priva,3,0,0,0
2,Amb,Benton,ifm,3priva,4,0,0,0
2,Amb,Benton,ifm,3priva,5,0,0,0
2,Amb,Benton,ifm,3priva,6,0,0,0
2,Amb,Benton,ifm,3priva,7,0,0,0
2,Amb,Benton,ifm,3priva,8,0,0,0
2,Amb,Benton,ifm,3priva,9,0,0,0
2,Amb,Benton,ifm,3priva,10,0,0,0
2,Amb,Benton,ifm,3priva,11,0,0,0
2,Amb,Benton,ifm,3priva,12,0,0,0
2,Amb,Benton,ifm,3priva,13,0,0,0
2,Amb,Benton,ifm,3priva,14,0,0,0
2,Amb,Benton,ifm,3priva,15,0,0,0
2,Amb,Benton,ifm,3priva,16,0,0,0
2,Amb,Benton,ifm,3priva,17,0,0,0
2,Amb,Benton,ifm,3priva,18,0,0,0
2,Amb,Benton,ifm,3priva,19,0,0,0
2,Amb,Benton,ifm,3priva,20,0,0,0
2,Amb,Benton,ifm,3priva,21,0,0,0
2,Amb,Benton,ifm,3priva,22,0,0,0
2,Amb,Benton,ifm,3priva,23,0,0,0
2,Amb,Benton,ifm,3priva,24,0,0,0
2,Amb,Benton,ifm,3priva,25,0,0,0
2,Amb,Benton,ifm,3priva,26,0,0,0
2,Amb,Benton,ifm,3priva,27,0,0,0
2,Amb,Benton,ifm,3priva,28,0,0,0
2,Amb,Benton,ifm,3priva,29,0,0,0
2,Amb,Benton,ifm,3priva,30,0,0,0
2,Amb,Benton,ifm,3priva,31,0,0,0
2,Amb,Benton,ifm,4state,1,0,0,0
2,Amb,Benton,ifm,4state,2,0,0,0
2,Amb,Benton,ifm,4state,3,0,0,0
2,Amb,Benton,ifm,4state,4,0,0,0
2,Amb,Benton,ifm,4state,5,0,0,0
2,Amb,Benton,ifm,4state,6,0,0,0
2,Amb,Benton,ifm,4state,7,0,0,0
2,Amb,Benton,ifm,4state,8,0,0,0
2,Amb,Benton,ifm,4state,9,0,0,0
2,Amb,Benton,ifm,4state,10,0,0,0
2,Amb,Benton,ifm,4state,11,0,0,0
2,Amb,Benton,ifm,4state,12,0,0,0
2,Amb,Benton,ifm,4state,13,0,0,0
2,Amb,Benton,ifm,4state,14,0,0,0
2,Amb,Benton,ifm,4state,15,0,0,0
2,Amb,Benton,ifm,4state,16,0,0,0
2,Amb,Benton,ifm,4state,17,0,0,0
2,Amb,Benton,ifm,4state,18,0,0,0
2,Amb,Benton,ifm,4state,19,0,0,0
2,Amb,Benton,ifm,4state,20,0,0,0
2,Amb,Benton,ifm,4state,21,0,0,0
2,Amb,Benton,ifm,4state,22,0,0,0
2,Amb,Benton,ifm,4state,23,0,0,0
2,Amb,Benton,ifm,4state,24,0,0,0
2,Amb,Benton,ifm,4state,25,0,0,0
2,Amb,Benton,ifm,4state,26,0,0,0
2,Amb,Benton,ifm,4state,27,0,0,0
2,Amb,Benton,ifm,4state,28,0,0,0
2,Amb,Benton,ifm,4state,29,0,0,0
2,Amb,Benton,ifm,4state,30,0,0,0
2,Amb,Benton,ifm,4state,31,0,0,0
2,Amb,Benton,ifm,5prseq,1,0,0,0
2,Amb,Benton,ifm,5prseq,2,0,0,0
2,Amb,Benton,ifm,5prseq,3,0,0,0
2,Amb,Benton,ifm,5prseq,4,0,0,0
2,Amb,Benton,ifm,5prseq,5,0,0,0
2,Amb,Benton,ifm,5prseq,6,0,0,0
2,Amb,Benton,ifm,5prseq,7,0,0,0
2,Amb,Benton,ifm,5prseq,8,0,0,0
2,Amb,Benton,ifm,5prseq,9,0,0,0
2,Amb,Benton,ifm,5prseq,10,0,0,0
2,Amb,Benton,ifm,5prseq,11,0,0,0
2,Amb,Benton,ifm,5prseq,12,0,0,0
2,Amb,Benton,ifm,5prseq,13,0,0,0
2,Amb,Benton,ifm,5prseq,14,0,0,0
2,Amb,Benton,ifm,5prseq,15,0,0,0
2,Amb,Benton,ifm,5prseq,16,0,0,0
2,Amb,Benton,ifm,5prseq,17,0,0,0
2,Amb,Benton,ifm,5prseq,18,0,0,0
2,Amb,Benton,ifm,5prseq,19,0,0,0
2,Amb,Benton,ifm,5prseq,20,0,0,0
2,Amb,Benton,ifm,5prseq,21,0,0,0
2,Amb,Benton,ifm,5prseq,22,0,0,0
2,Amb,Benton,ifm,5prseq,23,0,0,0
2,Amb,Benton,ifm,5prseq,24,0,0,0
2,Amb,Benton,ifm,5prseq,25,0,0,0
2,Amb,Benton,ifm,5prseq,26,0,0,0
2,Amb,Benton,ifm,5prseq,27,0,0,0
2,Amb,Benton,ifm,5prseq,28,0,0,0
2,Amb,Benton,ifm,5prseq,29,0,0,0
2,Amb,Benton,ifm,5prseq,30,0,0,0
2,Amb,Benton,ifm,5prseq,31,0,0,0
3,Mod,Benton,ifm,1feder,1,0,0,0
3,Mod,Benton,ifm,1feder,2,0,0,0
3,Mod,Benton,ifm,1feder,3,0,0,0
3,Mod,Benton,ifm,1feder,4,0,0,0
3,Mod,Benton,ifm,1feder,5,0,0,0
3,Mod,Benton,ifm,1feder,6,0,0,0
3,Mod,Benton,ifm,1feder,7,0,0,0
3,Mod,Benton,ifm,1feder,8,0,0,0
3,Mod,Benton,ifm,1feder,9,0,0,0
3,Mod,Benton,ifm,1feder,10,0,0,0
3,Mod,Benton,ifm,1feder,11,0,0,0
3,Mod,Benton,ifm,1feder,12,0,0,0
3,Mod,Benton,ifm,1feder,13,0,0,0
3,Mod,Benton,ifm,1feder,14,0,0,0
3,Mod,Benton,ifm,1feder,15,0,0,0
3,Mod,Benton,ifm,1feder,16,0,0,0
3,Mod,Benton,ifm,1feder,17,0,0,0
3,Mod,Benton,ifm,1feder,18,0,0,0
3,Mod,Benton,ifm,1feder,19,0,0,0
3,Mod,Benton,ifm,1feder,20,0,0,0
3,Mod,Benton,ifm,1feder,21,0,0,0
3,Mod,Benton,ifm,1feder,22,0,0,0
3,Mod,Benton,ifm,1feder,23,0,0,0
3,Mod,Benton,ifm,1feder,24,0,0,0
3,Mod,Benton,ifm,1feder,25,0,0,0
3,Mod,Benton,ifm,1feder,26,0,0,0
